INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,OPR_TYPE,MARKET_RUN_ID,NOMOGRAM_ID_XML,NOMOGRAM_ID,CONSTRAINT_CAUSE,PRC,GROUP
2025-04-24T16:00:00-00:00,2025-04-24T17:00:00-00:00,2025-04-24,10,0,Hourly,DAM,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,PG1 MARTIN-JEFRSN 230,224.2526,867
2025-04-24T17:00:00-00:00,2025-04-24T18:00:00-00:00,2025-04-24,11,0,Hourly,DAM,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,PG1 MARTIN-JEFRSN 230,230.92597,867
2025-04-24T18:00:00-00:00,2025-04-24T19:00:00-00:00,2025-04-24,12,0,Hourly,DAM,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,PG1 MARTIN-JEFRSN 230,145.25449,867
2025-04-24T19:00:00-00:00,2025-04-24T20:00:00-00:00,2025-04-24,13,0,Hourly,DAM,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,PG1 MARTIN-JEFRSN 230,12.19493,867
2025-04-24T20:00:00-00:00,2025-04-24T21:00:00-00:00,2025-04-24,14,0,Hourly,DAM,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,35352_WHISMAN _115_35356_MNTA VSA_115_BR_1 _1,PG1 MARTIN-JEFRSN 230,19.3919,867
2025-04-24T15:00:00-00:00,2025-04-24T16:00:00-00:00,2025-04-24,9,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-2.44869,868
2025-04-24T16:00:00-00:00,2025-04-24T17:00:00-00:00,2025-04-24,10,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-19.85427,868
2025-04-24T17:00:00-00:00,2025-04-24T18:00:00-00:00,2025-04-24,11,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-45.97868,868
2025-04-24T18:00:00-00:00,2025-04-24T19:00:00-00:00,2025-04-24,12,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-118.66359,868
2025-04-24T19:00:00-00:00,2025-04-24T20:00:00-00:00,2025-04-24,13,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-130.05577,868
2025-04-24T20:00:00-00:00,2025-04-24T21:00:00-00:00,2025-04-24,14,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-117.04585,868
2025-04-24T21:00:00-00:00,2025-04-24T22:00:00-00:00,2025-04-24,15,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-95.82364,868
2025-04-24T22:00:00-00:00,2025-04-24T23:00:00-00:00,2025-04-24,16,0,Hourly,DAM,7430_KTTLM_GATES_70_1,7430_KTTLM_GATES_70_1,Base Case,-68.27642,868
2025-04-24T17:00:00-00:00,2025-04-24T18:00:00-00:00,2025-04-24,11,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-3.09145,869
2025-04-24T18:00:00-00:00,2025-04-24T19:00:00-00:00,2025-04-24,12,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-3.04028,869
2025-04-24T19:00:00-00:00,2025-04-24T20:00:00-00:00,2025-04-24,13,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-3.20927,869
2025-04-24T20:00:00-00:00,2025-04-24T21:00:00-00:00,2025-04-24,14,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-4.47584,869
2025-04-24T21:00:00-00:00,2025-04-24T22:00:00-00:00,2025-04-24,15,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-4.59552,869
2025-04-24T22:00:00-00:00,2025-04-24T23:00:00-00:00,2025-04-24,16,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-7.02117,869
2025-04-24T23:00:00-00:00,2025-04-25T00:00:00-00:00,2025-04-24,17,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-0.0109,869
2025-04-25T00:00:00-00:00,2025-04-25T01:00:00-00:00,2025-04-24,18,0,Hourly,DAM,7430_MEN_SNJQJ_HELM_70,7430_MEN_SNJQJ_HELM_70,Base Case,-6.86858,869
2025-04-24T17:00:00-00:00,2025-04-24T18:00:00-00:00,2025-04-24,11,0,Hourly,DAM,7450_CUYAMS_TAFT_70_1,7450_CUYAMS_TAFT_70_1,Base Case,-1.0779,870
2025-04-24T18:00:00-00:00,2025-04-24T19:00:00-00:00,2025-04-24,12,0,Hourly,DAM,7450_CUYAMS_TAFT_70_1,7450_CUYAMS_TAFT_70_1,Base Case,-3.55263,870
2025-04-24T19:00:00-00:00,2025-04-24T20:00:00-00:00,2025-04-24,13,0,Hourly,DAM,7450_CUYAMS_TAFT_70_1,7450_CUYAMS_TAFT_70_1,Base Case,-1.40122,870
2025-04-24T20:00:00-00:00,2025-04-24T21:00:00-00:00,2025-04-24,14,0,Hourly,DAM,7450_CUYAMS_TAFT_70_1,7450_CUYAMS_TAFT_70_1,Base Case,-1.34414,870
2025-04-24T21:00:00-00:00,2025-04-24T22:00:00-00:00,2025-04-24,15,0,Hourly,DAM,7450_CUYAMS_TAFT_70_1,7450_CUYAMS_TAFT_70_1,Base Case,-1.65374,870
2025-04-24T14:00:00-00:00,2025-04-24T15:00:00-00:00,2025-04-24,8,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-0.54138,871
2025-04-24T15:00:00-00:00,2025-04-24T16:00:00-00:00,2025-04-24,9,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-12.40373,871
2025-04-24T16:00:00-00:00,2025-04-24T17:00:00-00:00,2025-04-24,10,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-13.5803,871
2025-04-24T17:00:00-00:00,2025-04-24T18:00:00-00:00,2025-04-24,11,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-0.16369,871
2025-04-24T18:00:00-00:00,2025-04-24T19:00:00-00:00,2025-04-24,12,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-5.73349,871
2025-04-24T19:00:00-00:00,2025-04-24T20:00:00-00:00,2025-04-24,13,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-5.88211,871
2025-04-24T20:00:00-00:00,2025-04-24T21:00:00-00:00,2025-04-24,14,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-0.05134,871
2025-04-24T23:00:00-00:00,2025-04-25T00:00:00-00:00,2025-04-24,17,0,Hourly,DAM,HUMBOLDT_IMP_NG,HUMBOLDT_IMP_NG,Base Case,-5.31651,871
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,25.38735,872
2025-04-25T16:00:00-00:00,2025-04-25T17:00:00-00:00,2025-04-25,10,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,56.46118,872
2025-04-25T17:00:00-00:00,2025-04-25T18:00:00-00:00,2025-04-25,11,0,Hourly,DAM,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,22208_EL CAJON_69.0_22408_LOSCOCHS_69.0_BR_1 _1,SD1 LCOCHS-GR-MIGUEL 69,4.5593,872
2025-04-25T17:00:00-00:00,2025-04-25T18:00:00-00:00,2025-04-25,11,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,12.72382,873
2025-04-25T18:00:00-00:00,2025-04-25T19:00:00-00:00,2025-04-25,12,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,19.78926,873
2025-04-25T19:00:00-00:00,2025-04-25T20:00:00-00:00,2025-04-25,13,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,24.44556,873
2025-04-25T20:00:00-00:00,2025-04-25T21:00:00-00:00,2025-04-25,14,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,12.10011,873
2025-04-25T21:00:00-00:00,2025-04-25T22:00:00-00:00,2025-04-25,15,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,18.74856,873
2025-04-25T22:00:00-00:00,2025-04-25T23:00:00-00:00,2025-04-25,16,0,Hourly,DAM,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,24420_NEENACH _66.0_24452_TAP 85  _66.0_BR_1 _1,Base Case,9.93779,873
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,24.67778,874
2025-04-25T16:00:00-00:00,2025-04-25T17:00:00-00:00,2025-04-25,10,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,18.96534,874
2025-04-25T17:00:00-00:00,2025-04-25T18:00:00-00:00,2025-04-25,11,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,12.48936,874
2025-04-25T18:00:00-00:00,2025-04-25T19:00:00-00:00,2025-04-25,12,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,11.78799,874
2025-04-25T19:00:00-00:00,2025-04-25T20:00:00-00:00,2025-04-25,13,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,11.79245,874
2025-04-25T20:00:00-00:00,2025-04-25T21:00:00-00:00,2025-04-25,14,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,11.83142,874
2025-04-25T21:00:00-00:00,2025-04-25T22:00:00-00:00,2025-04-25,15,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,10.38525,874
2025-04-25T22:00:00-00:00,2025-04-25T23:00:00-00:00,2025-04-25,16,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,10.55764,874
2025-04-25T23:00:00-00:00,2025-04-26T00:00:00-00:00,2025-04-25,17,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,11.66759,874
2025-04-26T00:00:00-00:00,2025-04-26T01:00:00-00:00,2025-04-25,18,0,Hourly,DAM,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,24602_VICTOR  _115_24607_ROADWAY _115_BR_1 _1,Base Case,13.59301,874
2025-04-25T21:00:00-00:00,2025-04-25T22:00:00-00:00,2025-04-25,15,0,Hourly,DAM,24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1,24701_KRAMER  _230_24601_VICTOR  _230_BR_1 _1,Base Case,3.45989,875
2025-04-25T21:00:00-00:00,2025-04-25T22:00:00-00:00,2025-04-25,15,0,Hourly,DAM,24701_KRAMER  _230_24601_VICTOR  _230_BR_2 _1,24701_KRAMER  _230_24601_VICTOR  _230_BR_2 _1,Base Case,3.45989,876
2025-04-25T07:00:00-00:00,2025-04-25T08:00:00-00:00,2025-04-25,1,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,49.86559,877
2025-04-25T08:00:00-00:00,2025-04-25T09:00:00-00:00,2025-04-25,2,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,108.35843,877
2025-04-25T09:00:00-00:00,2025-04-25T10:00:00-00:00,2025-04-25,3,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,101.38346,877
2025-04-25T10:00:00-00:00,2025-04-25T11:00:00-00:00,2025-04-25,4,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,90.86412,877
2025-04-25T11:00:00-00:00,2025-04-25T12:00:00-00:00,2025-04-25,5,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,86.70358,877
2025-04-25T12:00:00-00:00,2025-04-25T13:00:00-00:00,2025-04-25,6,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,63.57507,877
2025-04-25T13:00:00-00:00,2025-04-25T14:00:00-00:00,2025-04-25,7,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,51.11283,877
2025-04-25T14:00:00-00:00,2025-04-25T15:00:00-00:00,2025-04-25,8,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,100.12243,877
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,58.38485,877
2025-04-25T16:00:00-00:00,2025-04-25T17:00:00-00:00,2025-04-25,10,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,86.41688,877
2025-04-25T17:00:00-00:00,2025-04-25T18:00:00-00:00,2025-04-25,11,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,136.24315,877
2025-04-25T18:00:00-00:00,2025-04-25T19:00:00-00:00,2025-04-25,12,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,57.04332,877
2025-04-25T19:00:00-00:00,2025-04-25T20:00:00-00:00,2025-04-25,13,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,59.47198,877
2025-04-25T20:00:00-00:00,2025-04-25T21:00:00-00:00,2025-04-25,14,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,102.30893,877
2025-04-25T21:00:00-00:00,2025-04-25T22:00:00-00:00,2025-04-25,15,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,105.95055,877
2025-04-25T22:00:00-00:00,2025-04-25T23:00:00-00:00,2025-04-25,16,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,152.38754,877
2025-04-25T23:00:00-00:00,2025-04-26T00:00:00-00:00,2025-04-25,17,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,49.568,877
2025-04-26T00:00:00-00:00,2025-04-26T01:00:00-00:00,2025-04-25,18,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,111.20961,877
2025-04-26T01:00:00-00:00,2025-04-26T02:00:00-00:00,2025-04-25,19,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,497.25122,877
2025-04-26T03:00:00-00:00,2025-04-26T04:00:00-00:00,2025-04-25,21,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,122.41082,877
2025-04-26T04:00:00-00:00,2025-04-26T05:00:00-00:00,2025-04-25,22,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,102.44003,877
2025-04-26T05:00:00-00:00,2025-04-26T06:00:00-00:00,2025-04-25,23,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,126.3861,877
2025-04-26T06:00:00-00:00,2025-04-26T07:00:00-00:00,2025-04-25,24,0,Hourly,DAM,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,24723_CONTROL _115_24865_TAP188  _115_BR_2 _1,Base Case,134.65238,877
2025-04-25T08:00:00-00:00,2025-04-25T09:00:00-00:00,2025-04-25,2,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,12.85696,878
2025-04-25T09:00:00-00:00,2025-04-25T10:00:00-00:00,2025-04-25,3,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,4.72317,878
2025-04-25T10:00:00-00:00,2025-04-25T11:00:00-00:00,2025-04-25,4,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,9.28676,878
2025-04-25T11:00:00-00:00,2025-04-25T12:00:00-00:00,2025-04-25,5,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,11.92652,878
2025-04-25T13:00:00-00:00,2025-04-25T14:00:00-00:00,2025-04-25,7,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,6.28368,878
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,6.18216,878
2025-04-25T16:00:00-00:00,2025-04-25T17:00:00-00:00,2025-04-25,10,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,1.82469,878
2025-04-26T04:00:00-00:00,2025-04-26T05:00:00-00:00,2025-04-25,22,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,9.85234,878
2025-04-26T05:00:00-00:00,2025-04-26T06:00:00-00:00,2025-04-25,23,0,Hourly,DAM,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,24791_TAP710  _115_24731_INYOKERN_115_BR_2 _1,Base Case,2.73112,878
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,7.96967,879
2025-04-25T16:00:00-00:00,2025-04-25T17:00:00-00:00,2025-04-25,10,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,7.02319,879
2025-04-25T17:00:00-00:00,2025-04-25T18:00:00-00:00,2025-04-25,11,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,7.34633,879
2025-04-25T18:00:00-00:00,2025-04-25T19:00:00-00:00,2025-04-25,12,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,5.36076,879
2025-04-25T19:00:00-00:00,2025-04-25T20:00:00-00:00,2025-04-25,13,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,3.20731,879
2025-04-25T21:00:00-00:00,2025-04-25T22:00:00-00:00,2025-04-25,15,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,1.04443,879
2025-04-25T22:00:00-00:00,2025-04-25T23:00:00-00:00,2025-04-25,16,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,2.70869,879
2025-04-25T23:00:00-00:00,2025-04-26T00:00:00-00:00,2025-04-25,17,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,7.37831,879
2025-04-26T00:00:00-00:00,2025-04-26T01:00:00-00:00,2025-04-25,18,0,Hourly,DAM,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,30060_MIDWAY  _500_24156_VINCENT _500_BR_2 _3,SC1 MIDWAY-WHIRWD_1 500,10.95905,879
2025-04-25T20:00:00-00:00,2025-04-25T21:00:00-00:00,2025-04-25,14,0,Hourly,DAM,30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,30060_MIDWAY  _500_29402_WIRLWIND_500_BR_1 _2,Base Case,1.40695,880
2025-04-26T06:00:00-00:00,2025-04-26T07:00:00-00:00,2025-04-25,24,0,Hourly,DAM,30225_PIT4 JT _230_30245_ROUND MT_230_BR_2 _1,30225_PIT4 JT _230_30245_ROUND MT_230_BR_2 _1,Base Case,4.874,881
2025-04-25T07:00:00-00:00,2025-04-25T08:00:00-00:00,2025-04-25,1,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,43.81882,882
2025-04-25T08:00:00-00:00,2025-04-25T09:00:00-00:00,2025-04-25,2,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,40.56257,882
2025-04-25T09:00:00-00:00,2025-04-25T10:00:00-00:00,2025-04-25,3,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,37.92721,882
2025-04-25T10:00:00-00:00,2025-04-25T11:00:00-00:00,2025-04-25,4,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,33.21876,882
2025-04-25T11:00:00-00:00,2025-04-25T12:00:00-00:00,2025-04-25,5,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,33.54561,882
2025-04-25T12:00:00-00:00,2025-04-25T13:00:00-00:00,2025-04-25,6,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,40.45837,882
2025-04-25T13:00:00-00:00,2025-04-25T14:00:00-00:00,2025-04-25,7,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,41.45379,882
2025-04-25T14:00:00-00:00,2025-04-25T15:00:00-00:00,2025-04-25,8,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,30.16974,882
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,30472_PEABODY _230_30529_BRDSLDNG_230_BR_1 _1,PG1 VACADX-LMBEPK 230,19.96803,882
2025-04-25T15:00:00-00:00,2025-04-25T16:00:00-00:00,2025-04-25,9,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,3.86471,883
2025-04-25T16:00:00-00:00,2025-04-25T17:00:00-00:00,2025-04-25,10,0,Hourly,DAM,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,30580_ALTM MDW_230_30625_TESLA D _230_BR_1 _1,PG1 BRNTWD-KELSO 230,5.52506,883
